Created at,Closed at,State
2024-01-25 09:02:11+00:00,2024-01-25 18:13:40+00:00,closed
2024-01-25 08:49:57+00:00,2024-01-25 18:09:38+00:00,closed
2024-01-25 07:18:12+00:00,2024-01-26 08:08:19+00:00,closed
2024-01-25 06:51:39+00:00,2024-01-25 20:58:49+00:00,closed
2024-01-25 05:35:01+00:00,,open
2024-01-23 22:01:35+00:00,2024-01-24 21:02:39+00:00,closed
2024-01-23 13:30:02+00:00,2024-01-27 07:42:46+00:00,closed
2024-01-23 06:04:56+00:00,2024-01-25 06:54:21+00:00,closed
2024-01-21 06:17:39+00:00,2024-01-24 21:02:40+00:00,closed
2024-01-21 05:39:47+00:00,2024-01-24 08:08:34+00:00,closed
2024-01-20 20:17:20+00:00,2024-01-26 08:09:58+00:00,closed
2024-01-19 00:05:33+00:00,,open
2024-01-18 20:10:01+00:00,2024-01-25 20:58:50+00:00,closed
2024-01-18 03:23:25+00:00,2024-01-24 08:07:20+00:00,closed
2024-01-17 12:38:33+00:00,,open
2024-01-17 04:56:08+00:00,2024-01-18 16:09:53+00:00,closed
2024-01-16 19:04:36+00:00,,open
2024-01-16 10:43:26+00:00,2024-01-16 10:58:37+00:00,closed
2024-01-16 08:51:54+00:00,2024-01-17 05:19:35+00:00,closed
2024-01-15 17:48:37+00:00,2024-01-17 05:19:08+00:00,closed
2024-01-15 17:44:57+00:00,2024-01-16 21:35:35+00:00,closed
2024-01-15 17:40:02+00:00,2024-01-17 05:19:09+00:00,closed
2024-01-15 09:33:58+00:00,2024-01-15 11:09:20+00:00,closed
2024-01-15 02:59:10+00:00,,open
2024-01-14 06:51:19+00:00,2024-01-15 12:40:05+00:00,closed
2024-01-14 05:51:46+00:00,2024-01-14 06:02:37+00:00,closed
2024-01-12 02:40:08+00:00,2024-04-17 02:43:08+00:00,closed
2024-01-11 21:55:51+00:00,2024-01-12 18:37:56+00:00,closed
2024-01-11 06:45:01+00:00,,open
2024-01-11 02:37:28+00:00,2024-04-03 09:18:07+00:00,closed
2024-01-10 18:03:34+00:00,2024-01-11 04:10:21+00:00,closed
2024-01-10 14:23:30+00:00,,open
2024-01-10 11:27:58+00:00,2024-01-17 05:18:45+00:00,closed
2024-01-10 02:26:46+00:00,2024-04-16 22:37:03+00:00,closed
2024-01-10 02:19:01+00:00,2024-01-10 15:49:03+00:00,closed
2024-01-10 02:17:26+00:00,2024-01-10 15:49:35+00:00,closed
2024-01-10 02:17:14+00:00,2024-01-10 15:49:57+00:00,closed
2024-01-10 02:15:09+00:00,2024-01-10 15:50:14+00:00,closed
2024-01-09 19:24:45+00:00,2024-01-11 04:10:22+00:00,closed
2024-01-09 03:00:52+00:00,2024-01-09 11:59:01+00:00,closed
2024-01-09 02:53:22+00:00,2024-01-10 15:48:16+00:00,closed
2024-01-09 02:52:35+00:00,2024-01-10 15:47:45+00:00,closed
2024-01-09 02:50:33+00:00,2024-04-03 09:18:16+00:00,closed
2024-01-09 02:32:47+00:00,2024-01-10 15:46:50+00:00,closed
2024-01-08 18:22:16+00:00,2024-01-08 19:43:48+00:00,closed
2024-01-08 17:58:57+00:00,2024-01-08 19:43:21+00:00,closed
2024-01-08 17:23:51+00:00,,open
2024-01-08 13:51:29+00:00,2024-01-08 16:54:23+00:00,closed
2024-01-08 09:18:55+00:00,2024-01-09 01:54:40+00:00,closed
2024-01-08 08:08:41+00:00,,open
2024-01-08 08:00:26+00:00,2024-01-17 05:18:45+00:00,closed
2024-01-08 06:50:36+00:00,2024-01-08 09:30:50+00:00,closed
2024-01-08 05:59:09+00:00,2024-01-08 19:22:15+00:00,closed
2024-01-07 19:21:31+00:00,2024-03-01 07:57:47+00:00,closed
2024-01-05 17:31:26+00:00,2024-01-08 19:22:16+00:00,closed
2024-01-05 11:24:33+00:00,2024-01-08 11:26:24+00:00,closed
2024-01-05 10:29:10+00:00,2024-01-08 05:26:12+00:00,closed
2024-01-05 09:58:27+00:00,2024-01-08 05:26:13+00:00,closed
2024-01-04 19:47:51+00:00,,open
2024-01-04 09:02:48+00:00,2024-01-11 22:04:32+00:00,closed
2024-01-03 21:08:58+00:00,,open
2024-01-03 18:38:15+00:00,2024-01-04 08:51:23+00:00,closed
2024-01-03 18:08:11+00:00,2024-01-20 21:11:26+00:00,closed
2024-01-03 17:04:19+00:00,2024-01-05 09:53:37+00:00,closed
2024-01-03 09:27:55+00:00,2024-01-04 08:51:33+00:00,closed
2024-01-03 03:00:50+00:00,2024-01-11 22:04:34+00:00,closed
2024-01-02 22:26:47+00:00,,open
2024-01-02 14:33:05+00:00,2024-01-04 06:52:48+00:00,closed
2024-01-01 21:41:52+00:00,2024-01-02 07:20:51+00:00,closed
2023-12-31 15:58:00+00:00,2024-01-02 13:20:02+00:00,closed
2023-12-31 12:47:50+00:00,2024-01-03 07:26:56+00:00,closed
2023-12-30 17:28:12+00:00,2024-01-15 09:16:31+00:00,closed
2023-12-30 15:35:01+00:00,2023-12-31 05:01:00+00:00,closed
2023-12-30 15:27:46+00:00,2023-12-31 02:45:04+00:00,closed
2023-12-29 13:17:37+00:00,2024-01-04 08:51:34+00:00,closed
2023-12-29 10:24:33+00:00,2024-01-20 16:56:57+00:00,closed
2023-12-29 06:36:57+00:00,2024-01-04 05:15:19+00:00,closed
2023-12-29 05:14:05+00:00,2024-01-04 08:41:13+00:00,closed
2023-12-28 15:30:30+00:00,2023-12-29 19:15:38+00:00,closed
2023-12-28 09:14:25+00:00,,open
2023-12-27 20:49:46+00:00,2023-12-30 05:28:27+00:00,closed
2023-12-27 15:53:17+00:00,2024-01-03 09:29:21+00:00,closed
2023-12-27 07:31:19+00:00,2024-02-20 03:36:51+00:00,closed
2023-12-26 17:57:54+00:00,,open
2023-12-26 17:52:59+00:00,2024-03-09 11:13:09+00:00,closed
2023-12-26 17:36:34+00:00,,open
2023-12-26 12:03:30+00:00,2024-01-10 21:08:42+00:00,closed
2023-12-26 09:16:20+00:00,2023-12-28 14:45:13+00:00,closed
2023-12-26 08:04:43+00:00,2023-12-28 14:45:14+00:00,closed
2023-12-26 06:59:57+00:00,2023-12-26 09:35:41+00:00,closed
2023-12-25 15:46:28+00:00,2023-12-29 15:46:20+00:00,closed
2023-12-23 11:57:07+00:00,2023-12-26 09:30:14+00:00,closed
2023-12-23 10:43:30+00:00,2024-01-03 10:05:06+00:00,closed
2023-12-22 09:01:38+00:00,2023-12-23 16:09:05+00:00,closed
2023-12-21 11:28:33+00:00,2023-12-26 12:29:55+00:00,closed
2023-12-21 02:22:26+00:00,2024-01-03 03:00:54+00:00,closed
2023-12-21 02:03:55+00:00,,open
2023-12-20 19:51:46+00:00,2024-01-30 11:26:45+00:00,closed
2023-12-20 16:19:17+00:00,,open
2023-12-20 16:09:49+00:00,2024-01-03 08:21:40+00:00,closed
2023-12-20 05:40:32+00:00,2023-12-20 07:00:27+00:00,closed
2023-12-20 05:15:19+00:00,2023-12-21 04:53:07+00:00,closed
2023-12-20 03:54:39+00:00,2024-01-04 06:52:49+00:00,closed
2023-12-20 02:25:05+00:00,2023-12-23 17:59:23+00:00,closed
2023-12-19 20:11:38+00:00,2023-12-21 02:01:30+00:00,closed
2023-12-19 19:21:39+00:00,2023-12-20 02:52:00+00:00,closed
2023-12-19 15:59:37+00:00,2023-12-20 01:17:00+00:00,closed
2023-12-18 10:58:35+00:00,2023-12-19 02:45:04+00:00,closed
2023-12-15 20:08:11+00:00,2024-01-20 16:53:18+00:00,closed
2023-12-15 18:55:49+00:00,2023-12-18 12:31:02+00:00,closed
2023-12-15 17:02:22+00:00,2023-12-16 04:19:22+00:00,closed
2023-12-15 14:01:00+00:00,,open
2023-12-15 09:54:26+00:00,2023-12-19 10:10:52+00:00,closed
2023-12-15 05:11:37+00:00,2023-12-19 07:49:41+00:00,closed
2023-12-15 01:53:41+00:00,,open
2023-12-15 01:39:26+00:00,2023-12-15 01:54:05+00:00,closed
2023-12-14 20:23:38+00:00,2023-12-26 09:38:53+00:00,closed
2023-12-14 04:35:35+00:00,2023-12-15 00:50:34+00:00,closed
2023-12-14 02:33:04+00:00,2024-01-10 02:19:06+00:00,closed
2023-12-14 02:22:16+00:00,2024-01-10 02:26:50+00:00,closed
2023-12-14 02:17:05+00:00,2024-01-10 02:17:31+00:00,closed
2023-12-14 02:12:29+00:00,2024-01-10 02:15:13+00:00,closed
2023-12-14 02:09:22+00:00,2024-01-10 02:17:19+00:00,closed
2023-12-14 00:01:55+00:00,2023-12-14 00:05:41+00:00,closed
2023-12-13 23:17:52+00:00,2023-12-13 23:25:51+00:00,closed
2023-12-13 13:30:04+00:00,2023-12-14 01:16:53+00:00,closed
2023-12-13 06:58:20+00:00,2023-12-14 15:29:20+00:00,closed
2023-12-13 06:51:13+00:00,2023-12-14 10:23:00+00:00,closed
2023-12-13 06:19:36+00:00,2023-12-17 05:34:34+00:00,closed
2023-12-13 04:56:14+00:00,2023-12-14 10:28:37+00:00,closed
2023-12-13 04:07:39+00:00,2023-12-13 06:20:04+00:00,closed
2023-12-13 04:06:32+00:00,2023-12-13 06:20:30+00:00,closed
2023-12-12 21:24:46+00:00,2023-12-14 10:28:38+00:00,closed
2023-12-12 19:43:18+00:00,2023-12-13 00:39:42+00:00,closed
2023-12-12 14:41:51+00:00,2023-12-15 03:04:39+00:00,closed
2023-12-12 08:16:18+00:00,,open
2023-12-12 07:16:51+00:00,2023-12-14 17:30:43+00:00,closed
2023-12-12 03:00:25+00:00,2024-01-11 22:04:34+00:00,closed
2023-12-12 02:40:15+00:00,2024-01-11 22:04:34+00:00,closed
2023-12-12 00:17:23+00:00,2024-03-08 18:05:27+00:00,closed
2023-12-11 21:54:30+00:00,2024-01-04 11:16:38+00:00,closed
2023-12-11 20:49:05+00:00,2023-12-17 05:34:35+00:00,closed
2023-12-11 19:05:47+00:00,2023-12-12 04:13:47+00:00,closed
2023-12-11 01:40:52+00:00,2023-12-11 23:34:02+00:00,closed
2023-12-11 00:31:19+00:00,2024-01-04 06:52:19+00:00,closed
2023-12-10 19:44:32+00:00,2023-12-18 12:31:03+00:00,closed
2023-12-10 19:30:26+00:00,2023-12-20 19:52:16+00:00,closed
2023-12-08 13:01:39+00:00,2024-03-31 08:37:54+00:00,closed
2023-12-07 19:58:33+00:00,2023-12-09 18:45:29+00:00,closed
2023-12-07 19:29:10+00:00,,open
2023-12-07 14:31:58+00:00,2023-12-08 09:23:17+00:00,closed
2023-12-06 23:27:19+00:00,2023-12-20 16:37:44+00:00,closed
2023-12-06 20:35:39+00:00,,open
2023-12-06 20:02:15+00:00,2023-12-12 13:58:04+00:00,closed
2023-12-06 19:55:21+00:00,2024-01-16 21:35:36+00:00,closed
2023-12-06 18:46:44+00:00,2023-12-07 19:42:15+00:00,closed
2023-12-06 18:33:41+00:00,2023-12-06 21:17:15+00:00,closed
2023-12-06 18:25:48+00:00,2023-12-06 19:11:15+00:00,closed
2023-12-05 21:23:21+00:00,2023-12-06 09:43:52+00:00,closed
2023-12-05 05:54:44+00:00,2023-12-26 09:45:43+00:00,closed
2023-12-05 04:30:10+00:00,2023-12-07 21:50:41+00:00,closed
2023-12-04 18:37:52+00:00,2023-12-06 12:32:21+00:00,closed
2023-12-04 17:51:13+00:00,2023-12-26 09:40:10+00:00,closed
2023-12-04 16:41:39+00:00,2023-12-06 16:12:45+00:00,closed
2023-12-04 13:54:26+00:00,2023-12-12 06:41:50+00:00,closed
2023-12-04 08:55:02+00:00,2023-12-06 14:49:48+00:00,closed
2023-12-04 02:39:16+00:00,2024-04-03 09:21:19+00:00,closed
2023-12-04 02:34:15+00:00,2024-04-17 02:43:09+00:00,closed
2023-12-04 02:27:40+00:00,2024-04-03 09:21:26+00:00,closed
2023-12-03 19:51:16+00:00,,open
2023-12-03 17:57:46+00:00,,open
2023-12-03 17:42:17+00:00,2023-12-05 19:13:15+00:00,closed
2023-12-02 23:13:59+00:00,2024-01-04 11:16:52+00:00,closed
2023-12-02 17:57:58+00:00,2023-12-04 10:40:46+00:00,closed
2023-12-02 03:03:51+00:00,2023-12-08 19:17:41+00:00,closed
2023-12-01 23:33:40+00:00,2023-12-02 03:03:17+00:00,closed
2023-12-01 02:59:42+00:00,2023-12-01 23:35:28+00:00,closed
2023-12-01 02:58:03+00:00,2023-12-01 23:36:01+00:00,closed
2023-12-01 02:37:46+00:00,2023-12-01 23:35:52+00:00,closed
2023-12-01 02:30:45+00:00,2023-12-01 23:35:41+00:00,closed
2023-12-01 02:22:34+00:00,2023-12-01 23:36:11+00:00,closed
2023-11-30 21:00:35+00:00,2024-02-23 18:03:54+00:00,closed
2023-11-30 15:11:26+00:00,2023-12-12 01:56:31+00:00,closed
2023-11-30 09:50:26+00:00,2023-12-01 23:34:56+00:00,closed
2023-11-30 02:14:03+00:00,2023-12-01 23:36:19+00:00,closed
2023-11-30 02:13:41+00:00,2024-02-22 02:40:45+00:00,closed
2023-11-29 21:20:33+00:00,2023-11-30 16:06:59+00:00,closed
2023-11-29 18:56:39+00:00,2023-12-02 05:43:50+00:00,closed
2023-11-29 16:17:46+00:00,2023-11-29 19:27:06+00:00,closed
2023-11-29 13:35:49+00:00,,open
2023-11-29 05:56:55+00:00,2023-11-29 07:51:07+00:00,closed
2023-11-29 00:14:01+00:00,2023-12-01 23:48:01+00:00,closed
2023-11-28 20:04:51+00:00,2023-11-28 21:42:41+00:00,closed
2023-11-28 20:01:04+00:00,2023-11-29 05:14:17+00:00,closed
2023-11-28 19:27:29+00:00,2023-11-29 20:35:05+00:00,closed
2023-11-28 16:46:45+00:00,,open
2023-11-28 03:01:34+00:00,2023-12-01 23:36:30+00:00,closed
2023-11-28 03:01:26+00:00,2024-02-22 02:39:13+00:00,closed
2023-11-28 02:57:46+00:00,2024-02-22 02:49:00+00:00,closed
2023-11-28 02:26:18+00:00,2023-12-01 23:36:44+00:00,closed
2023-11-27 21:03:26+00:00,,open
2023-11-27 09:29:33+00:00,2023-11-27 12:09:26+00:00,closed
2023-11-25 14:48:28+00:00,2023-11-27 09:19:01+00:00,closed
2023-11-24 23:08:35+00:00,2023-11-27 09:19:03+00:00,closed
2023-11-24 11:56:33+00:00,2024-01-04 09:23:41+00:00,closed
2023-11-22 17:41:04+00:00,2023-11-25 01:10:57+00:00,closed
2023-11-22 13:30:03+00:00,2023-11-25 03:25:47+00:00,closed
2023-11-22 02:56:53+00:00,2023-11-27 12:10:09+00:00,closed
2023-11-22 02:16:41+00:00,2023-11-27 09:19:52+00:00,closed
2023-11-22 02:10:07+00:00,2023-11-27 09:20:10+00:00,closed
2023-11-21 12:01:57+00:00,2023-12-04 08:15:58+00:00,closed
2023-11-21 08:53:13+00:00,2023-11-22 16:12:40+00:00,closed
2023-11-21 06:14:57+00:00,2023-11-27 12:43:37+00:00,closed
2023-11-20 14:23:17+00:00,2023-12-19 10:11:37+00:00,closed
2023-11-20 09:12:13+00:00,2023-11-22 11:27:32+00:00,closed
2023-11-20 08:46:17+00:00,,open
2023-11-17 23:58:52+00:00,2023-11-20 22:27:03+00:00,closed
2023-11-17 21:16:30+00:00,,open
2023-11-17 09:39:50+00:00,,open
2023-11-16 19:21:23+00:00,2023-11-29 05:20:06+00:00,closed
2023-11-16 08:39:49+00:00,2023-12-08 09:23:18+00:00,closed
2023-11-16 07:13:56+00:00,2023-11-16 13:11:56+00:00,closed
2023-11-15 12:05:26+00:00,2024-01-04 09:24:22+00:00,closed
2023-11-15 11:24:17+00:00,2023-12-19 10:11:52+00:00,closed
2023-11-15 10:32:12+00:00,2023-11-16 10:16:00+00:00,closed
2023-11-15 09:02:33+00:00,2023-11-16 20:29:08+00:00,closed
2023-11-14 16:38:16+00:00,2023-11-15 06:16:19+00:00,closed
2023-11-14 08:34:51+00:00,2023-11-17 02:13:22+00:00,closed
2023-11-12 13:13:26+00:00,2023-11-17 09:46:00+00:00,closed
2023-11-12 05:15:32+00:00,2023-11-12 19:09:07+00:00,closed
2023-11-09 23:54:24+00:00,,open
2023-11-08 19:11:38+00:00,,open
2023-11-08 12:56:49+00:00,2023-11-08 17:20:52+00:00,closed
2023-11-08 12:54:37+00:00,2023-11-08 21:26:40+00:00,closed
2023-11-08 08:19:48+00:00,2023-11-08 18:17:26+00:00,closed
2023-11-08 08:09:00+00:00,2023-11-14 00:59:45+00:00,closed
2023-11-08 08:08:27+00:00,2023-11-10 11:49:00+00:00,closed
2023-11-07 20:14:44+00:00,2023-11-08 10:17:14+00:00,closed
2023-11-07 19:11:36+00:00,2023-11-08 01:54:05+00:00,closed
2023-11-07 16:46:44+00:00,2023-11-07 19:10:56+00:00,closed
2023-11-07 15:43:58+00:00,2023-11-07 20:23:25+00:00,closed
2023-11-07 02:51:59+00:00,2023-11-27 09:21:45+00:00,closed
2023-11-07 02:43:58+00:00,2023-11-27 09:21:55+00:00,closed
2023-11-07 02:43:49+00:00,2023-11-27 12:10:16+00:00,closed
2023-11-07 02:37:12+00:00,2023-11-27 12:10:03+00:00,closed
2023-11-07 02:29:58+00:00,2023-11-10 03:44:41+00:00,closed
2023-11-07 02:29:37+00:00,2023-11-27 12:45:58+00:00,closed
2023-11-07 02:26:12+00:00,2023-11-27 12:46:39+00:00,closed
2023-11-07 02:26:08+00:00,2023-11-27 09:22:48+00:00,closed
2023-11-07 02:22:04+00:00,2023-11-27 12:47:12+00:00,closed
2023-11-07 02:19:40+00:00,2024-01-11 22:04:33+00:00,closed
2023-11-06 13:12:03+00:00,2023-11-07 03:12:31+00:00,closed
2023-11-05 22:38:11+00:00,2023-11-08 18:31:50+00:00,closed
2023-11-03 21:01:24+00:00,2023-11-22 13:17:48+00:00,closed
2023-11-03 18:46:31+00:00,2023-11-07 14:08:20+00:00,closed
2023-11-03 09:15:48+00:00,2023-11-29 05:13:40+00:00,closed
2023-11-02 09:55:13+00:00,2024-01-04 11:18:07+00:00,closed
2023-11-02 09:52:50+00:00,2023-11-06 23:29:11+00:00,closed
2023-11-02 02:24:52+00:00,2023-11-03 10:19:29+00:00,closed
2023-11-01 21:31:20+00:00,,open
2023-11-01 20:26:25+00:00,2023-11-06 21:03:31+00:00,closed
2023-11-01 18:15:07+00:00,2023-11-01 18:20:28+00:00,closed
2023-11-01 16:37:44+00:00,2023-11-01 17:03:57+00:00,closed
2023-11-01 16:00:06+00:00,2023-11-29 05:21:44+00:00,closed
2023-11-01 15:00:34+00:00,,open
2023-11-01 11:31:29+00:00,2023-11-01 20:06:47+00:00,closed
2023-11-01 11:29:24+00:00,2023-11-06 21:03:32+00:00,closed
2023-11-01 10:57:04+00:00,2023-11-01 23:20:44+00:00,closed
2023-11-01 08:08:00+00:00,2023-11-06 18:44:40+00:00,closed
2023-11-01 02:50:21+00:00,2023-11-02 12:46:05+00:00,closed
2023-10-31 19:07:50+00:00,2023-10-31 21:10:59+00:00,closed
2023-10-31 15:18:48+00:00,2023-11-05 13:52:07+00:00,closed
2023-10-31 12:09:19+00:00,2023-10-31 20:06:46+00:00,closed
2023-10-31 06:44:21+00:00,2023-10-31 12:09:35+00:00,closed
2023-10-31 02:35:10+00:00,2023-11-29 07:51:49+00:00,closed
2023-10-31 02:29:43+00:00,2023-11-29 07:51:42+00:00,closed
2023-10-30 22:08:08+00:00,,open
2023-10-30 18:48:58+00:00,2023-11-29 05:21:05+00:00,closed
2023-10-30 10:51:41+00:00,2023-10-30 18:39:56+00:00,closed
2023-10-30 05:57:17+00:00,2023-10-30 08:52:12+00:00,closed
2023-10-27 13:57:55+00:00,2023-10-30 18:48:21+00:00,closed
2023-10-27 08:06:13+00:00,2023-10-27 12:01:35+00:00,closed
2023-10-27 02:44:18+00:00,2023-10-27 21:38:04+00:00,closed
2023-10-27 02:40:22+00:00,2023-10-30 17:28:35+00:00,closed
2023-10-26 09:37:04+00:00,2023-10-28 08:33:58+00:00,closed
2023-10-25 07:52:19+00:00,,open
2023-10-25 07:43:43+00:00,2023-10-27 03:21:30+00:00,closed
2023-10-25 03:01:27+00:00,2023-11-27 09:18:29+00:00,closed
2023-10-25 02:56:57+00:00,2023-11-27 09:18:12+00:00,closed
2023-10-25 02:51:23+00:00,2023-11-27 09:17:38+00:00,closed
2023-10-25 02:48:57+00:00,2023-11-27 12:09:51+00:00,closed
2023-10-25 02:06:09+00:00,2023-11-27 09:17:11+00:00,closed
2023-10-24 19:33:59+00:00,2023-11-06 23:29:12+00:00,closed
2023-10-24 19:29:19+00:00,,open
2023-10-24 18:31:20+00:00,,open
2023-10-24 16:47:32+00:00,2023-11-29 05:23:07+00:00,closed
2023-10-24 16:04:26+00:00,2023-10-25 00:48:39+00:00,closed
2023-10-24 08:15:58+00:00,,open
2023-10-24 06:38:13+00:00,2023-10-25 00:25:28+00:00,closed
2023-10-24 05:41:05+00:00,2023-10-24 06:31:41+00:00,closed
2023-10-24 02:59:37+00:00,2023-10-24 04:26:51+00:00,closed
2023-10-24 02:47:23+00:00,2023-10-24 02:55:24+00:00,closed
2023-10-24 02:40:27+00:00,2023-10-24 02:48:34+00:00,closed
2023-10-24 02:34:18+00:00,2023-10-24 02:48:26+00:00,closed
2023-10-24 02:16:50+00:00,2023-11-07 02:22:09+00:00,closed
2023-10-24 02:03:03+00:00,2023-10-24 04:21:14+00:00,closed
2023-10-24 01:31:15+00:00,2023-10-24 02:15:24+00:00,closed
2023-10-23 17:35:43+00:00,2023-10-23 17:36:09+00:00,closed
2023-10-23 08:51:15+00:00,2023-10-24 06:33:28+00:00,closed
2023-10-23 07:49:20+00:00,2023-10-23 11:37:40+00:00,closed
2023-10-23 07:43:53+00:00,2024-03-08 02:54:21+00:00,closed
2023-10-22 05:18:46+00:00,2023-10-23 06:33:19+00:00,closed
2023-10-22 04:29:30+00:00,2023-10-22 06:14:39+00:00,closed
2023-10-22 03:17:29+00:00,2023-10-22 06:14:40+00:00,closed
2023-10-20 08:34:07+00:00,2023-11-02 10:20:17+00:00,closed
2023-10-19 07:22:52+00:00,2023-10-20 08:20:48+00:00,closed
2023-10-19 04:28:08+00:00,,open
2023-10-18 16:46:13+00:00,2023-10-18 19:27:22+00:00,closed
2023-10-18 15:42:29+00:00,2024-01-04 09:27:53+00:00,closed
2023-10-18 14:27:56+00:00,2023-10-26 14:17:56+00:00,closed
2023-10-18 12:12:20+00:00,2023-10-18 13:46:40+00:00,closed
2023-10-18 11:52:58+00:00,,open
2023-10-18 11:17:17+00:00,2023-10-18 19:13:51+00:00,closed
2023-10-18 06:34:13+00:00,2023-10-19 17:42:46+00:00,closed
2023-10-18 03:10:55+00:00,2023-10-18 06:05:08+00:00,closed
2023-10-17 23:13:10+00:00,2023-10-20 08:02:36+00:00,closed
2023-10-17 20:43:23+00:00,2023-10-18 16:35:59+00:00,closed
2023-10-17 15:45:28+00:00,2023-10-20 06:30:51+00:00,closed
2023-10-17 12:31:57+00:00,2023-10-18 02:55:33+00:00,closed
2023-10-17 08:19:45+00:00,2023-10-18 02:22:19+00:00,closed
2023-10-16 11:41:34+00:00,2023-10-17 08:09:54+00:00,closed
2023-10-16 08:16:40+00:00,2023-10-17 05:57:14+00:00,closed
2023-10-16 06:45:54+00:00,2023-10-24 02:11:33+00:00,closed
2023-10-14 21:37:58+00:00,2023-10-20 05:01:37+00:00,closed
2023-10-14 11:11:43+00:00,2023-10-19 07:05:34+00:00,closed
2023-10-13 21:51:40+00:00,2023-10-14 05:07:49+00:00,closed
2023-10-13 17:09:52+00:00,2023-10-14 04:46:07+00:00,closed
2023-10-13 14:39:24+00:00,2023-10-14 08:38:59+00:00,closed
2023-10-13 13:05:57+00:00,2023-10-16 03:33:27+00:00,closed
2023-10-13 09:35:18+00:00,2023-10-14 10:09:30+00:00,closed
2023-10-13 04:55:39+00:00,2023-10-13 06:36:41+00:00,closed
2023-10-13 04:22:56+00:00,2023-10-13 05:05:38+00:00,closed
2023-10-13 04:16:04+00:00,2023-10-13 06:09:54+00:00,closed
2023-10-13 03:17:58+00:00,2023-10-19 01:53:16+00:00,closed
2023-10-13 02:49:11+00:00,2023-10-13 04:11:55+00:00,closed
2023-10-13 02:29:48+00:00,2023-11-29 07:51:35+00:00,closed
2023-10-13 02:29:15+00:00,2023-11-29 07:51:20+00:00,closed
2023-10-13 01:10:11+00:00,2023-10-13 03:14:02+00:00,closed
2023-10-12 18:57:22+00:00,2023-10-16 05:06:19+00:00,closed
2023-10-12 08:52:02+00:00,2023-10-13 06:35:14+00:00,closed
2023-10-12 07:10:27+00:00,2023-10-13 00:47:33+00:00,closed
2023-10-12 07:04:51+00:00,2023-10-14 01:34:38+00:00,closed
2023-10-12 04:07:50+00:00,2023-10-13 01:07:01+00:00,closed
2023-10-12 02:01:44+00:00,2023-10-24 16:51:16+00:00,closed
2023-10-12 01:44:20+00:00,2023-10-12 03:39:28+00:00,closed
2023-10-12 01:42:33+00:00,2023-10-12 03:30:00+00:00,closed
2023-10-11 20:02:25+00:00,2023-10-12 06:26:10+00:00,closed
2023-10-11 14:54:24+00:00,2023-10-12 03:14:19+00:00,closed
2023-10-11 09:10:44+00:00,2023-10-11 10:27:16+00:00,closed
2023-10-11 08:55:40+00:00,2023-10-12 01:36:36+00:00,closed
2023-10-11 05:05:15+00:00,2023-10-12 04:49:16+00:00,closed
2023-10-10 19:51:55+00:00,2023-10-12 15:31:44+00:00,closed
2023-10-10 13:37:58+00:00,2023-11-29 05:22:18+00:00,closed
2023-10-09 14:01:48+00:00,,open
2023-10-09 10:37:31+00:00,2023-10-11 07:54:08+00:00,closed
2023-10-09 09:22:51+00:00,2023-10-09 23:15:14+00:00,closed
2023-10-09 07:17:18+00:00,2023-10-10 02:01:14+00:00,closed
2023-10-09 02:40:06+00:00,2023-10-31 02:29:48+00:00,closed
2023-10-09 02:26:50+00:00,2023-10-31 02:35:14+00:00,closed
2023-10-08 22:05:40+00:00,2023-10-11 08:04:10+00:00,closed
2023-10-08 16:47:45+00:00,,open
2023-10-08 03:56:27+00:00,2023-10-11 08:00:04+00:00,closed
2023-10-08 03:41:37+00:00,2023-10-11 16:15:25+00:00,closed
2023-10-08 02:44:12+00:00,2023-10-08 03:45:20+00:00,closed
2023-10-08 02:08:47+00:00,2023-10-08 07:42:15+00:00,closed
2023-10-08 02:07:02+00:00,2023-10-08 03:45:49+00:00,closed
2023-10-08 02:02:50+00:00,2023-10-09 11:04:32+00:00,closed
2023-10-06 06:06:56+00:00,2023-10-11 07:53:05+00:00,closed
2023-10-06 05:09:12+00:00,2023-10-08 03:01:40+00:00,closed
2023-10-06 03:29:58+00:00,2023-10-08 01:42:09+00:00,closed
2023-10-06 03:04:07+00:00,2023-10-27 21:38:05+00:00,closed
2023-10-05 17:43:32+00:00,2023-10-11 08:05:36+00:00,closed
2023-10-04 18:54:45+00:00,2023-10-17 04:16:39+00:00,closed
2023-10-04 18:07:21+00:00,2023-10-11 07:52:36+00:00,closed
2023-10-04 16:15:05+00:00,,open
2023-10-04 06:24:58+00:00,2024-03-08 04:41:22+00:00,closed
2023-10-03 13:21:50+00:00,2023-10-05 17:20:19+00:00,closed
2023-10-02 19:32:11+00:00,2023-10-10 15:35:58+00:00,closed
2023-10-02 14:11:57+00:00,2023-10-12 01:36:37+00:00,closed
2023-09-29 11:29:48+00:00,2023-10-04 08:03:46+00:00,closed
2023-09-29 00:53:05+00:00,2023-09-29 19:14:14+00:00,closed
2023-09-28 22:14:53+00:00,,open
2023-09-28 16:25:54+00:00,2024-01-25 06:54:22+00:00,closed
2023-09-28 13:47:40+00:00,2023-09-28 18:29:34+00:00,closed
2023-09-28 12:48:24+00:00,2023-09-28 16:39:08+00:00,closed
2023-09-28 10:06:08+00:00,2023-09-28 14:51:48+00:00,closed
2023-09-28 07:46:57+00:00,2023-09-28 10:53:30+00:00,closed
2023-09-27 17:53:08+00:00,2023-09-27 20:54:54+00:00,closed
